,Date,Description,Target
775,2020-05-12,"U.S. private equity firm KKR & Co Inc  said on Tuesday it led an investor group making a $43 million investment in Slice, an online delivery platform for local pizza shops across the country.",positive
776,2020-05-12,World equity markets slid and safe-haven bonds climbed on Tuesday as rising concerns about a second wave of coronavirus infections outweighed stronger economic data from China and upbeat corporate earnings in Europe.,negative
777,2020-05-12,"Twitter Inc  on Tuesday became the first major tech company to allow employees who can work remotely to do so indefinitely, as the coronavirus outbreak forces unprecedented changes in work culture across the world.",neutral
778,2020-05-12,The United States on Tuesday reported a record $738 billion budget deficit in April as an explosion in government spending and a shrinking of revenues amid the novel coronavirus pandemic pushed it deeply into the red.,negative
779,2020-05-12,"A unit of Morgan Stanley agreed to pay a $5 million fine to settle U.S. Securities and Exchange Commission charges it misled retail investing clients about the costs of a ""wrap fee"" program, the regulator said on Tuesday.",negative
780,2020-05-12,A federal judge in Montana on Monday upheld his ruling last month that canceled an environmental permit for the long-delayed Keystone XL oil pipeline and threatened other oil and natural gas pipeline projects with delays.,neutral
781,2020-05-12,"Vodafone  maintained its dividend on Tuesday, bucking a corporate trend to cut or scrap payouts due to the coronavirus crisis, as the world's second-biggest mobile operator met expectations with a 2.6% rise in full-year core earnings.",positive
782,2020-05-12,"U.S. consumer prices dropped by the most since the Great Recession in April, weighed down by a plunge in demand for gasoline and services including airline travel as Americans stayed home during the coronavirus crisis.",negative
783,2020-05-12,"China is committed to its Phase 1 trade deal with the United States and is working towards meeting its promise to boost U.S. purchases, even though the pace of buying has been restrained by the coronavirus outbreak, three Chinese sources said.",positive
784,2020-05-12,"Chinese coffee chain Luckin Coffee Inc  fired its chief executive and chief operating officers following an internal probe on fabrication of annual sales numbers, the company said on Tuesday.",negative
785,2020-05-12,"Swedish truck maker Volvo  will withdraw its proposed dividend for 2019, it said on Tuesday, joining a slew of firms opting not to make payments to shareholders because of the coronavirus crisis.",negative
786,2020-05-12,"Armed with strong funding, Asian lessor BOC Aviation has struck an estimated $5.5 billion of deals with carriers including Southwest  and United Airlines  to buy and lease back aircraft as the sector faces its deepest ever crisis.",positive
787,2020-05-12,"Hyatt Hotels Corp  said late Monday it would lay off 1,300 people globally as it tries to cope with the coronavirus crisis, which has virtually halted global travel by keeping people indoors.",negative
788,2020-05-12,"Men in low-skilled jobs are dying from coronavirus at a higher rate than other workers, UK figures show",neutral
789,2020-05-12,"Saudi Aramco, the world's top oil exporting company, on Tuesday reported a 25% fall in first-quarter net profit, missing analyst estimates, but its quarterly dividend was in line with a plan for a $75 billion payout for the year.",negative
790,2020-05-12,Boeing Co  recorded zero orders for the second time this year in April and customers canceled another 108 orders for its grounded 737 MAX plane compounding its worst start to a year since 1962.,negative
791,2020-05-12,Logitech International  reported a big jump in sales of computer products during its fourth quarter on Tuesday as more people worked from home and families turned to technology to keep in touch during the coronavirus crisis.,negative
792,2020-05-12,"Tesla Inc  Chief Executive Elon Musk on Monday said production was resuming at the automaker's sole U.S. vehicle factory, in California, defying an order to stay closed and saying if anyone had to be arrested it should be him.",neutral
793,2020-05-12,"Temperature checks, masks and quarantine will not deter people from a holiday in the sun after three months ""locked up"" at home, Ryanair's chief executive Michael O'Leary said on Tuesday as he announced plans for 1,000 flights a day from July.",positive
794,2020-05-12,"President Donald Trump on Tuesday again pushed the Federal Reserve to adopt negative interest rates, even as several members of the U.S. central bank have said they do not see a need for rates - now near zero - to move into negative territory.",neutral
795,2020-05-12,"Germany's financial watchdog BaFin said on Tuesday it was conducting multiple investigations into Wirecard , sending its shares lower and adding to pressure over allegations it has denied.",negative
796,2020-05-12,"Thyssenkrupp  is in informal talks about consolidation in the shipbuilding sector, its finance chief said on Tuesday, responding to speculation that the group might sell parts of its Marine Systems (TKMS) unit or merge it with rivals German Naval Yards and Luerssen.",neutral
797,2020-05-12,"Planemaker Embraer  said Tuesday that its commercial jet deliveries slumped by more than half during the first three months of 2020 compared to a year ago, blaming the drop on preparations for its failed deal with Boeing Co .",negative
798,2020-05-12,EasyJet  founder Stelios Haji-Ioannou is offering 5 million pounds ($6.2 million) for any information that leads to the cancellation of its order for 107 Airbus  jets as he steps up his campaign to oust the budget airline's management.,neutral
799,2020-05-12,"Brussels Airlines, part of Germany's Lufthansa , said on Tuesday it would reduce its fleet by 30% and its workforce by a quarter to guarantee its survival during and after the COVID-19 pandemic.",negative
